manufacturer,mpn,part_label,category,kind,observed_property,actuatable_property,feature_of_interest,vcc_min,vcc_max,logic_level,i_active_mA,i_idle_uA,iface,i2c_addr_default,i2c_addr_range,spi_max_mhz,uart_baud,sample_rate_max_hz,latency_ms,accuracy_pct,range_min,range_max,units,datasheet_url,product_url,offer_price,currency,lifecycle,notes,package_case,pin_count,temp_min_c,temp_max_c,clock_mhz
Analog Devices,,ADMP504 - Ultralow Noise Microphone with Bottom Port and Analog Output,sensor,microphone,,,,,,,,,,,,,,,,,,,,,http://www.analog.com/ADMP504,,,,imported_from_fritzing,,,,,
Analog Devices,,ADP3300 - High Accuracy 50mA Low Dropout Linear Regulator,power,regulator,,,,,,,,,,,,,,,,,,,,,http://www.analog.com/ADP3300,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ADXL180,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ADXL193,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Analog Devices,,"ADXL327 - Small, Low Power, #-Axis +/-2G Accelerometer",sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,http://www.analog.com/ADXL327,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ADXL335,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ADXL345,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Alphanumeric LED Display,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun and Fritzing Part-o-matic,,Altitude/Pressure Sensor - MPL3115A2 Breakout,sensor,generic,,,,,,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/11084,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Ambient Light Sensor,sensor,light,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Ambient Light Sensor (TEMT6000 Breakout Board),sensor,light,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/8688,,,,imported_from_fritzing,,,,,
althaus,,Arduino Board Ethernet,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardEthernet,,,,imported_from_fritzing,,,,,
fabian Althaus,,Arduino BT,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardBluetooth,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Can-Bus Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10039,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Cap Sense Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10508,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Cellular Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9607,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Color LCD Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9363,,,,imported_from_fritzing,,,,,
althaus,,Arduino Due (Rev2b),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardDue,,,,imported_from_fritzing,,,,,
althaus,,Arduino Esplora (Rev4),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardEsplora,,,,imported_from_fritzing,,,,,
fabian althaus,,Arduino Ethernet Shield (Rev3),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/de/Main/ArduinoEthernetShield,,,,imported_from_fritzing,,,,,
althaus,,Arduino Fio (Funnel I/O),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardFio,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino GPS Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10102,,,,imported_from_fritzing,,,,,
f.althaus,,Arduino GSM Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoGSMShield,,,,imported_from_fritzing,,,,,
Fabian Althaus,,Arduino Intel Galileo Shield/2 PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fabian Althaus,,Arduino Intel Galileo Shield PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Joystick Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9490,,,,imported_from_fritzing,,,,,
althaus,,Arduino Leonardo (Rev3b),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardLeonardo,,,,imported_from_fritzing,,,,,
Arduino,A000067,Arduino Mega 2560,controller,arduino,,,embedded_platform,7.0,12.0,5.0,,,UART|I2C|SPI|ADC|GPIO,I2C|SPI|UART|ADC|GPIO,,,,,,,,,,,,https://a.co/d/cT2LOo,,,Many GPIOs,,,,,
althaus,,Arduino Mega 2560 (Rev3),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardMega2560,,,,imported_from_fritzing,,,,,
althaus,,Arduino Mega ADK (Rev3),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardADK,,,,imported_from_fritzing,,,,,
f.althaus,,Arduino Mega Pro 3.3V,controller,controller,,,,3.3,3.3,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/10744,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Mega Proto Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9346,,,,imported_from_fritzing,,,,,
jonathan,,Arduino Mega Proto Shield (v6),controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
KingDarBoja,,Arduino Mega Sensor Shield v2.0,sensor,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fabian Althaus,,Arduino Mega Shield PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stefan Hermann,,Arduino Mega Shield PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
althaus,,Arduino Micro (Rev3),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardMicro,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino MicroSD Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9802,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Midi Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9595,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Mini Proto Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9709,,,,imported_from_fritzing,,,,,
althaus,,Arduino Mini (Rev5),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardMini,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Modkit Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10018,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Motor Shield,actuator,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9815,,,,imported_from_fritzing,,,,,
althaus,,Arduino Motor Shield (Rev3),actuator,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoMotorShieldR3,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino MP3 Player Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10628,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Musical Instrument Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10587,,,,imported_from_fritzing,,,,,
Althaus,,Arduino Nano (Rev3.0),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardNano,,,,imported_from_fritzing,,,,,
Althaus,,Arduino Nano (Rev3.0) (ICSP),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardNano,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Power Driver Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10305,,,,imported_from_fritzing,,,,,
Fabian Althaus,,Arduino Pro,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardPro,,,,imported_from_fritzing,,,,,
f.althaus,,Arduino Pro Mini (3.3V),controller,controller,,,,3.3,3.3,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/11114,,,,imported_from_fritzing,,,,,
f.althaus,,Arduino Pro Mini (5V),controller,controller,,,,5.0,5.0,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/11113,,,,imported_from_fritzing,,,,,
althaus,,Arduino Pro Mini v13,controller,controller,,,,,,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/11113,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino ProtoScrew Shield Kit,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9729,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino ProtoShield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/7914,,,,imported_from_fritzing,,,,,
Arduino,,Arduino Prototyping Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoProtoShield,,,,imported_from_fritzing,,,,,
Brendan Howell,,Arduino Shield PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fabian Althaus,,Arduino Shield PCB,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
althaus,,Arduino Uno (Rev3),controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardUno,,,,imported_from_fritzing,,,,,
althaus,,Arduino Uno (Rev3) - ICSP,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardUno,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino USB Host Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9947,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino Voicebox Shield (Stephen Hawking in a box),controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9799,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino WiFly Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9954,,,,imported_from_fritzing,,,,,
Arduino,,Arduino Wireless SD Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoWirelessShield,,,,imported_from_fritzing,,,,,
Arduino,,Arduino Xbee Libellium Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/it/Main/ArduinoXbeeShield,,,,imported_from_fritzing,,,,,
SparkFun,,Arduino XBee Shield,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9976,,,,imported_from_fritzing,,,,,
fabian althaus,,Arduino Yun,controller,controller,,,,,,,,,,,,,,,,,,,,,http://arduino.cc/en/Main/ArduinoBoardYun?from=Main.ArduinoYUN,,,,imported_from_fritzing,,,,,
SparkFun,,ArduPilot Mega,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10294,,,,imported_from_fritzing,,,,,
ELEGOO,,Assorted LEDs Kit,actuator,led,,brightness,indicator_light,,,,,,GPIO,,,,,,,,,,,,,,,Diffused flashing LEDs,,,,,,
www.fritzing.org,,ATMEGA128,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATMEGA128RFA1,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fritzing Part-o-matic,,atmega168,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATMEGA168,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Mr.T,,atmega168 smd,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATMEGA2560,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
fabian althaus,,ATmega328,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Fritzing Part-o-matic,,atmega328,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Johannes Wronka,,ATMEGA32U4,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATMEGA32U4,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Luis Emiro Linares Garcia,,ATmega644,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATMEGA8U2,controller,controller,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ATX24 Pin Power Supply Connector,power,adapter,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
tigoe,,Barometric Pressure Sensor,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Barometric Pressure Sensor - BMP085 Breakout,sensor,generic,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9694,,,,imported_from_fritzing,,,,,
Richard Bruneau fixed by f.althaus,,Barometric Pressure Sensor - BMP180 Breakout (GY-68),sensor,temp_humidity,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
,,Basic Force Sensing Resistor (FSR),sensor,flex_force,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stefan Hermann,,Basic Servo,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Brendan Howell/Dirk van Osterbosch/Lionel Michel,,Battery,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BATTERY-2,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Lionel Michel,,Battery block 9V,power,battery,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Battery Holders,power,battery,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Mr.T,,Blue smd LED,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BMA180,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Bosch/Adafruit,BME280,BME280 Breakout,sensor,environment,temperature|humidity|pressure,,room_air,1.8,3.6,,,,I2C|SPI,0x77,,,,,,,,,,,https://www.sparkfun.com/products/13676,,,,High precision,,,,,
www.fritzing.org,,BMP085 Pressure Sensor,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Breadboard Power Supply Board SMD,power,adapter,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10804,,,,imported_from_fritzing,,,,,
SparkFun,,Breakout Board for Electret Microphone,sensor,microphone,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9964,,,,imported_from_fritzing,,,,,
www.fritzing.org,,BUTTON-MAGNETIC,sensor,magnetometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Buzzer 12mm,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
nail,,CAR RELAY,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Digilent/Amber Mear,,chipKIT Motor Shield,actuator,generic,,,,,,,,,,,,,,,,,,,,,"http://digilentinc.com/Products/Detail.cfm?NavPath=2,892,1177&Prod=CHIPKIT-MOTOR-SHIELD",,,,imported_from_fritzing,,,,,
Jenny Madorsky,,Chirp! Soil Moisture Sensor v2.7.3,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
wreutz,,Color Sensor Breakout ADJD-S311,sensor,color,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10701,,,,imported_from_fritzing,,,,,
SparkFun,,Compass Module - HMC6352,sensor,magnetometer,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/7915,,,,imported_from_fritzing,,,,,
www.fritzing.org,,COPERNICUS,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,COPERNICUS-DIP,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (End View),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g header connector (female),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g header (male),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (Pan and tilt),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g PCB mounting holes,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Stephen Parry,,Dagu DGServo 9g (Top view),actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DC-DC_CONVERTER,power,regulator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DCM01 Reflective Blood Sensor,sensor,generic,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Brendan Howell/Dirk van Osterbosch/Lionel Michel,,DC Motor,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Generic,,DC Motor with Gearbox (High Torque),actuator,motor_dc,,door_position,garage_door,,,,,,DRIVEN_BY_DRIVER,,,,,,,,,,,,https://a.co/d/7mfZa56,,,,,,,,,
SparkFun,,DeadOn RTC - DS3234 Breakout,sensor,rtc,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10160,,,,imported_from_fritzing,,,,,
Snootlab,,DeuLigne 1.1 - The Snootlab's LCD shield for Arduino,controller,controller,,,,,,,,,,,,,,,,,,,,,http://shop.snootlab.com/shields-snootlab/135-deuligne.html,,,,imported_from_fritzing,,,,,
SparkFun,,Digital Temperature Sensor Breakout - TMP102,sensor,sensor,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/9418,,,,imported_from_fritzing,,,,,
Frank Belau,,DIP-Relay-D31A,actuator,actuator,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Bantum Works fix: f.althaus,,"DRV 8825 Stepper Motor Carrier, High Current",actuator,actuator,,,,,,,,,,,,,,,,,,,,,https://www.pololu.com/product/2133,,,,imported_from_fritzing,,,,,
Revolution Education Ltd,,DS1307,sensor,rtc,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,DS1307,sensor,rtc,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
"John De Cristofaro for Adafruit Industries, fixed by f.althaus",,DS18B20 1-Wire Temperature Sensor,sensor,sensor,,,,,,,,,,,,,,,,,,,,,http://www.maxim-ic.com/datasheet/index.mvp/id/2812,,,,imported_from_fritzing,,,,,
Generic,L298N,Dual H-Bridge Motor Driver (L298N),actuator,motor_driver,,door_position,garage_door,,,,,,GPIO_PWM,,,,,,,,,,,,https://a.co/d/7hzdG2m,,,,,,,,,
David Thomasson,,Dual VNH2SP30 Motor Driver,actuator,motor_driver,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Kubax,,DUO LED RG,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,EasyDriver_v44,actuator,motor_driver,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10267,,,,imported_from_fritzing,,,,,
Brett Walach & Julien Vanier; fix: f.althaus,,Electron,controller,particle,,,,,,,,,,,,,,,,,,,,,https://www.particle.io,,,,imported_from_fritzing,,,,,
ELEGOO,ESP-WROOM-32,ELEGOO ESP-WROOM-32 (Bluetooth),controller,esp32,,,embedded_platform,3.3,3.3,,,,,I2C|SPI|UART|ADC|GPIO,,,,,,,,,,,,,,ESP32 dev board,,,,,,
www.fritzing.org,,EM406 GPS Connector,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ENCODER_2LED,actuator,led,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
ENS+ASAIR,ENS160+AHT21,ENS160 eCO2/TVOC + AHT21 Temp/Humidity,sensor,environment_multi,eCO2|TVOC|temperature|humidity,,room_air,3.3,5.0,,,,,I2C,,,,,,,,,,,,https://a.co/d/hXQ6jwH,,,,,,,,
SparkFun,,E-Paper Eval Board,actuator,display_epaper,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/10304,,,,imported_from_fritzing,,,,,
YDonnelly fixed f.althaus,,ESP8266 WiFi Module,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.esp8266.com,,,,imported_from_fritzing,,,,,
YDonnelly; Geert Roumen; greg-ware; Simone Picchioni + fix:f.althaus,,ESP8266 WiFi Module,controller,controller,,,,,,,,,,,,,,,,,,,,,http://www.esp8266.com,,,,imported_from_fritzing,,,,,
www.fritzing.org,,ET312 GPS Receiver,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
f.althaus,,FemtoBuck LED Driver,actuator,led,,,,,,,,,,,,,,,,,,,,,https://www.sparkfun.com/products/12937,,,,imported_from_fritzing,,,,,
www.fritzing.org,,GAS_SENSOR,sensor,sensor,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
SparkFun,,Gas Sensor Breakout Board,sensor,sensor,,,,,,,,,,,,,,,,,,,,,http://www.sparkfun.com/products/8891,,,,imported_from_fritzing,,,,,
DKARDU,,Gas Sensor Module,sensor,gas_smoke,smoke,,room_air,5.0,5.0,,,,,ADC,,,,,,,,,,,,,,,Returns integer 0–360; threshold ~70,,,,,
www.fritzing.org,,GE863 Cellular Module with GPS,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,GM862 Cellular Module with GPS,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,GPS-09838,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,GPS Antenna Amp,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,GR-10 GPS Receiver Module,sensor,gps,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
www.fritzing.org,,Graphical LCD 128x64,actuator,display_lcd,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Yihui Xiong,,Grove 3 Axis Digital Accelerometer 16g,sensor,accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
Yihui Xiong,,Grove Light Sensor,sensor,light,,,,,,,,,,,,,,,,,,,,,,,,,imported_from_fritzing,,,,,
